,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/project/openlane/user_project,user_project,user_project,flow_completed,2h30m42s,-1,90947.27914329013,7.546203395325,13642.09187149352,15.3,4691.22,102946,0,0,0,0,0,0,-1,-1,-1,-1,-1,9185368,878195,-194.49,-445.07,-1,-1.23,-1,-5016.77,-9499.68,-1,-1.23,-1,7959247470.0,1.46,25.73,32.99,1.28,0.08,-1,85790,119496,1536,35134,0,0,0,114447,0,0,0,0,0,0,0,4,29998,1205,74,2198,106246,0,108444,47.61904761904762,21,20,AREA 0,5,15,1.2,153.6,153.18,0.17,0.0,sky130_fd_sc_hd,4,4
